URL,Etiology,Symptoms
https://www.orthobullets.com/pediatrics/4111/ehlers-danlos-syndrome,"Genetics
COL5A1 or COL5A2
mutation in 40-50%
gene for type V collagen
important in proper assembly of skin matrix collagen fibrils and basement membrane
less common mutations identified below
Associated conditions
Connective tissue disorder characterized by
hyperelastic/
fragile skin
joint hypermobility
and dislocation
generalized ligamentous laxity
poor wound healing
early onset arthritis
additional features
soft tissue and bone fragility
soft tissue calcification
mitral valve prolapse
aortic root dilatation
developmental dysplasia of the hip
clubfoot
pes planus
scoliosis
high palate
gastroparesis","double-jointedness
easily damaged, bruised, & stretchy skin
easy scarring & poor wound healing
increased joint mobility, joint popping, early arthritis
especially shoulders, patellae, ankles
chronic musculoskeletal pain (50%)"
https://www.orthobullets.com/trauma/12283/proximal-humerus-fracture-nonunion-and-malunion,"Pathophysiology
origin of malunion
initial fracture displacement
secondary displacement
after loss of reduction
failure of internal fixation
humeral head malunion
varus/valgus
impacted (>1cm displacement)
articular surface incongruity (e.g. head split)
greater tuberosity malunion
usually displaced
posterior, superior and externally rotated
lesser tuberosity malunion
usually displaced
medial
Associated conditions
rotator cuff tearing
osteonecrosis of humeral head
glenohumeral joint issues
stiffness
post-traumatic arthritis
subluxation or dislocation
subacromial impingement","pain and weakness
limitations"
https://www.orthobullets.com/trauma/1007/necrotizing-fasciitis,"Associated conditions
cellulitis
overlying cellulitis may or may not be present","early
localized abscess or cellulitis with rapid progression
minimal swelling
no trauma or discoloration
late findings
severe pain
high fever, chills and rigors
tachycardia"
https://www.orthobullets.com/pediatrics/4029/triplane-fractures,"Pathophysiology
mechanism of injury
lateral triplane fractures
results from
supination-external rotation injury
similar to tillaux fractures
medial triplane fractures
results from
adduction injury
pathoanatomy
a complex
SH IV fracture
pattern with components in all three planes
may be 2, 3, or 4 part fractures
sagittal plane - epiphysis is often fractured on the lateral aspect in the
sagittal plane
(same as tillaux fracture) and is seen on the AP radiograph
axial plane - physis is separated
coronal plane - metaphysis is fractured on the posterior aspect in the
coronal plane and is seen on the lateral radiograph
Associated conditions
fibular fractures
occurs in 50%
typically spiral fracture located proximal to the physis in children nearing skeletal maturity
remains unstable after fixation of tibia, so fixation of fibula is usually necessary
ipsilateral tibial shaft fractures","pain
inability to bear weight"
https://www.orthobullets.com/foot-and-ankle/7006/foot-anatomy-and-biomechanics,,
https://www.orthobullets.com/recon/12308/tka-instability,"Types
extension (varus-valgus) instability
flexion (anteroposterior) instability
mid-flexion instability
genu recurvatum
global, multiply-operated instability","pain, instability or both
timeline as to start of symptoms, what worsens/improves"
https://www.orthobullets.com/foot-and-ankle/7005/ankle-ligaments,,
https://www.orthobullets.com/spine/2066/synovial-facet-cyst,"Pathophysiology
possible etiologies
trauma (controversial)
microinstability of the facet leading to
extruded synovium through joint capsules
myxoid degeneration of collagen tissue
proliferation of fibroblasts with increased hyaluronic acid production
cyst composition
ganglion cysts
flavum cysts
serous contents
mucoid contents
hemorrhagic contents
Associated conditions
degenerative spondylolisthesis","mechanical back pain
radicular symptoms
(leg pain)
rapid onset or sudden deterioration suggests a facet cyst hematoma
neurogenic claudication (buttock/leg pain with walking)"
https://www.orthobullets.com/spine/2030/cervical-radiculopathy,"Pathophysiology
causes
degenerative cervical spondylosis
discosteophyte complex and loss of disc height
chondrosseous spurs of facet and uncovertebral joints
disc herniation (""soft disc"")
intraforaminal
radicular pain predominantly
posterolateral
most common
between posterior edge of uncinate and lateral edge of PLL
mostly motor symptoms
midline herniation
usually presents with myelopathic symptoms
double-crush phenomenon
combined cervical root compression and distal nerve compression
decreased axoplasmic flow from root compression predisposes downstream nerves to peripheral entrapment syndromes
rare causes
intraspinal/extraspinal tumors
trauma with nerve root avulsion
synovial cysts
meningeal cysts
dural arteriovenous fistulae
tortuous vertebral arteries
neural compression
nerve root irritation caused by
direct compression
irritation by chemical pain mediators
including
IL-1
IL-6
substance P
neuropeptide Y
calcitonin gene-relate peptide
bradykinin
TNF alpha
prostaglandins
affects the nerve root below
C6/7 disease will affect the C7 nerve root","occipital headache (
common)
trapezial or interscapular pain
neck pain
may present with insidious onset of neck pain that is worse with vertebral motion
origin may be discogenic, or mechanical due to facet arthrosis
pain may radiate to shoulders
unilateral arm pain
aching pain radiating down arm
often global and nondermatomal
unilateral dermatomal numbness & tingling
numbness/tingling in thumb (C6)
numbness/tingling in middle finger (C7)
unilateral weakness
difficulty with overhead activities (C7)
difficulty with grip strength (C7)"
https://www.orthobullets.com/foot-and-ankle/7055/anterior-tibialis-tendon-rupture,"Pathophysiology
mechanism of injury
result of either laceration of the tendon or closed rupture
may also result from strong eccentric contraction in young individual
Medical conditions & comorbidities
diabetes
inflammatory arthritis",
https://www.orthobullets.com/spine/2043/rheumatoid-cervical-spondylitis,,"symptoms and physical exam findings similar to cervical myelopathy
neck pain
neck stiffness
occipital headaches
due to lesser occipital nerve, which is branch of the C2 nerve root
gradual onset of weakness and loss of sensation"
https://www.orthobullets.com/pediatrics/4128/cerebral-palsy--gait-disorders,"Cerebral Palsy General
Pathophysiology
Divided into:
primary deviations
those caused by the primary CNS insult including
spasticity
weakness
compromised proprioceptive pathways
secondary deviations
growth-related deviations that arise due to abnormal loading in the setting of primary gait deviations, including:
anatomic shortening of muscle-tendon units (e.g., myotatic contractures)
persistent bony deformities (e.g., femoral anteversion)
joint subluxations/dislocations  (e.g., hip subluxation or equinoplanovalgus feet)
tertiary deviations
compensations related to secondary gait deviations
Etiology
both qualitative and quantitative analysis has been used to describe gait
quantitative evaluation (kinematic/kinetic/EMG analysis) have changed how we understand, classify, and treat this condition
new treatment strategies focus on understanding the
underlying pathophysiology
(deviations)
planes of deformity
(sagittal, coronal, transverse)
anatomic level
(hip, knee, ankle)",
https://www.orthobullets.com/trauma/1023/capitellum-fractures,"Pathophysiology
mechanism of injury
typically, low-energy fall on outstretched hand
direct,
axial compression with the elbow in a semi-flexed position
creates shear forces
pathoanatomy
radiocapitellar joint is an important static stabilizer of the elbow
capitellar fracture can cause
potential block to motion and instability
due to loss of the radiocapitellar articulation
Associated conditions
concomitant injuries to
radial head
and/or
LUCL
can occur up to 60% of the time","elbow pain, deformity
swelling
wrist pain may also occur"
https://www.orthobullets.com/basic-science/9030/renal-osteodystrophy,"Pathophysiology
hypocalcemia
due to the inability of the damaged kidney to convert vitamin D3 to calcitrol (the active form)
because of phosphate retention (hyperphosphatemia)
hyperparathyroidism and secondary hyperphosphatemia
caused by hypocalcemia and lack of phosphate excretion by damaged kidney
uremia related phosphate retention
is a key pathological step
Associated conditions
orthopaedic manifestations
osteomalacia (adults) and growth retardation (children)
AVN
tendinitis and tendon rupture
carpal tunnel syndrome
deposition of amyloid (?2 microglobulin)
pathologic fracture
from brown tumors (hyperparathyroidism) or amyloid deposits
osteomyelitis and septic arthritis",
https://www.orthobullets.com/basic-science/9080/clinical-trial-design,,
https://www.orthobullets.com/shoulder-and-elbow/3089/total-elbow-arthroplasty,"Forms of elbow arthroplasty
total elbow arthroplasty
hemi elbow arthroplasty
radiocapitellar
distal humeral
ulnohumeral distraction & interpositional arthroplasty
olecranon fossa debridement
radial head arthroplasty",
https://www.orthobullets.com/pediatrics/4117/obstetric-brachial-plexopathy-erbs-klumpkes-palsy,"Cause
usually a stretching injury from a difficult vaginal delivery
some rare cases reported following C-sections
Associated orthopedic conditions
glenohumeral dysplasia
increased glenoid retroversion, humeral head flattening, posterior humeral head subluxation
develops in 70% of infants with obstetric brachial plexopathy
caused by Internal rotation contracture (loss of external rotation)
elbow flexion contracture
etiology is unclear, likely due to persistent relative triceps weakness (C7) compared with biceps (C5-6)
clavicle and humerus fractures
torticollis",lack of active hand and arm motion
https://www.orthobullets.com/hand/6071/congenital-radial-ulnar-synostosis,"Pathophysiology
forearm begins as a single cartilaginous anlage and
divides from distal to proximal
into the radius and ulna in the
7th week
in utero
failure of differentiation
results in synostosis in
proximal aspect of the forearm
Genetics
familial cases with autosomal dominant inheritance
associated with chromosomal abnormalities, particularly
duplication of sex chromosomes
20% with positive family history
Associated syndromes (30%)
Apert syndrome (acrocephalosyndactyly)
Carpenter's syndrome (acropolysyndactlyly)
Arthrogryposis
Mandibulofacial dysostosis
Klinefelter's syndrome (XXY) and other sex chromosome abnormalities","painless
most commonly
asymptomatic, noticed by parents and teachers
difficulty with specific tasks
keyboard, tabletop activities - deficient pronation
eating, washing face, catching a ball - deficit supination"
https://www.orthobullets.com/pediatrics/9052/lyme-disease,"Pathophysiology
mechanism of transmission
zoonotic - transmitted from nonhuman animals to humans
mice, squirrels, shrews, and other small mammals are carriers of B burgdorferi
Ixodes tick feeds on these small animals and spirochete is carried in its gut
humans become infected when bacteria is injected into the skin as ticks attach to feed
transmission takes 48-72 hours
pathophysiology
caused by B burgdorferi
tick saliva with spirochete disrupt local immune mechanisms
create a protective environment and the bacteria replicate
spirochetes multiply and expand within the dermis, causing erythema migrans
rash caused by the host inflammatory response
the spirochete then undergoes hematogenous dissemination to multiple sites
skin
central nervous system
joints
induces an inflammatory response
synovial hypertrophy
vascular proliferation
infiltration of mononuclear cells
immune complexes accumulate in synovial fluid
pathobiology
B burgdorferi induces chondrocytes to produce matrix metalloproteinases
causes degradation of extracellular matrix proteins, collagen, and proteoglycans
may contribute to cartilage damage","fever, headache, myalgia, arthralgia, fatigue
neurologic symptoms
headache, neck stiffness, encephalitis
facial
CN VII palsy
bilateral in 50% (unlike Bell's palsy)
polyradiculoneuropathy
numbness, paresthesia, weakness, cramps
carditis (complete heart block)
acute joint pain
acute or chronic arthritis"
https://www.orthobullets.com/basic-science/9059/antibiotic-classification-and-mechanism,,
https://www.orthobullets.com/trauma/1025/radius-and-ulnar-shaft-fractures,"Pathophysiology
mechanism of injury
high energy transfer required to fracture the diaphyseal section of both bones of the forearm
direct trauma
direct blow to forearm
indirect trauma (high-energy bending moments)
motor vehicle accidents
falls from height
axial load applied to the forearm through the hand
sports injuries
low-energy diaphyseal radius and ulna fractures should raise suspicion for injuries to the wrist and elbow.
Associated conditions
elbow and DRUJ injuries
Galeazzi fractures
Monteggia fractures
Essex-Lopresti injuries
compartment syndrome
evaluate compartment pressures if concern for compartment syndrome","pain and swelling
loss of forearm and hand function"
https://www.orthobullets.com/pathology/8014/conventional-intramedullary-osteosarcoma,,"pain and swelling are the usual initial presenting symptoms
night pain and pain at rest are common
often dismissed as a sports injury
the median time of onset of symptoms to diagnosis is
4 months"
https://www.orthobullets.com/pathology/8023/chondrosarcoma,"Majority of chondrosarcomas are sporadic (primary chondrosarcomas), but they may develop from the malignant transformation of osteochondromas or enchondromas (secondary chondrosarcomas)
Primary chondrosarcoma
conventional type
account for >90% of all chondrosarcomas
can be central intramedullary (99%) or juxtacortical / periosteal (~1%)
non-conventional
dedifferentiated chondrosarcoma (<10%)
clear cell chondrosarcoma (<5%)
mesenchymal chondrosarcoma (<1%)
Secondary chondrosarcoma
arise from a pre-existing benign cartilage lesion
osteochondroma
account for the majority (>80%) of secondary chondrosarcomas
solitary osteochondromas have <1% risk of malignant transformation
multiple hereditary exostosis (5-10% risk of malignant transformation)
enchondromas (1% to 9% risk of malignant transformation)
Ollier's disease (25-30% risk of malignant transformation)
Maffucci's (>50% risk of malignant transformation)
histologically indistinguishable from conventional chondrosarcoma
Genetics
mutations of isocitrate dehydrogenase 1 and 2 (IDH1 and IDH2) identified in primary and secondary conventional chondrosarcomas and enchondromas
mesenchymal chondrosarcomas are characterized by HEY1-NCOA2 fusion protein",
https://www.orthobullets.com/pathology/8064/undifferentiated-pleomorphic-sarcoma,"Genetics
mutations
programmed cell death protein 1 (PD-1) expression in 30%","may present with fever
common symptoms
slow-growing, painless mass
location
lower > upper extremities > retroperitoneum"
https://www.orthobullets.com/hand/6048/ulnocarpal-abutment-syndrome,"Pathoanatomy
in a wrist with
+2 mm ulnar variance
approximately
40% of the load goes to the ulna
60% to the radius
in a normal
neutral wrist
approximately
20% of the load goes to the ulna
80% to the radius
Associated conditions
positive ulnar variance can be seen in the setting of:
scapholunate dissociation
TFCC tears
lunotriquetral ligament tears
radial shortening from previous Colles fracture","pain on dorsal side of DRUJ
increased pain with ulnar deviation of wrist
pain with axial loading
ulna sided wrist pain"
https://www.orthobullets.com/trauma/1011/clavicle-fractures--midshaft,"Pathophysiology
mechanism of injury
fall onto lateral aspect of shoulder (85%)
direct impact to clavicle
pathoanatomy
junction of the outer and middle third is the thinnest part of the bone
prone to fracture with axial loading
only area not protected by or reinforced with muscle and ligamentous attachments
displaced fractures
medial fragment pulled
posterosuperiorly by sternocleidomastoid muscle
lateral fragment pulled
inferomedially by pectoralis major and and weight of arm
open fractures usually result from medial fragment ""buttonholing"" through platysma
Associated conditions
medical
pneumothorax
closed head injury
orthopedic
ipsilateral scapular fracture (floating shoulder)
scapulothoracic dissociation
traction injury
significantly distracted/widened fracture fragments
widened interval between scapula and spine
brachial plexus or vascular injury
rib fracture
neurovascular injury",acute onset of anterior shoulder pain or directly over clavicle
https://www.orthobullets.com/trauma/1017/distal-humerus-fractures,"Pathophysiology
distal humerus fractures are traumatic injuries that include
supracondylar fractures
single column (condyle) fractures
bicolumnar fractures
coronal shear fractures
mechanism
low energy falls in elderly
high energy impact in younger population
pathoanatomy
elbow position affects fracture type
elbow flexed <
90°
axial load leads to transcolumnar fracture
direct posterior blow leads to olecranon fracture with or without distal humerus involvement
elbow flexed
> 90°
may lead to intercondylar fracture
Associated injuries
elbow dislocation
terrible triad injury
floating elbow
Volkmann contracture
results from missed forearm compartment syndrome",elbow pain and swelling
https://www.orthobullets.com/pediatrics/4085/myelodysplasia-myelomeningocele-spinal-bifida,"Genetics
chromosomal abnormalities
up to 10% of fetuses have a
chromosomal abnormality
trisomy 13
trisomy 18
triploidy
various single-gene mutations
Associated conditions
orthopaedic manifestations
pathologic fractures
spine deformities
scoliosis
kyphosis
hip dysplasia
hip dislocations
contractures
knee deformities
tibial torsion
contractures
foot deformities
neurosurgical manifestations
Type II Arnold-Chiari malformation
most common associated congenital abnormality
hydrocephalus
70% incidence
tethered cord
urological manifestations
neurologic bladder
Special considerations
IgE mediated latex allergy
results in profound anaphylaxis
present in 20 to 70% of patients with this disorder",
https://www.orthobullets.com/trauma/1052/amputations,"Pathophysiology
Amputations may be indicated in the following
trauma
most common reason for an upper extremity amputation
infection
tumor
vascular disease
most common reason for a lower extremity amputation
congenital anomalies",
https://www.orthobullets.com/pediatrics/4056/anterolateral-bowing-and-congenital-pseudoarthrosis-of-tibia,"Pathophysiology
pseudoarthrosis in not congenital, but in fact develops post-natally due to fracture non-union
Three types of tibial bowing exist in children
anterolateral bowing
(this topic)
posteromedial bowing
(physiologic)
anteromedial bowing
(fibular hemimelia)
Anterolateral bowing is a continuum of disease that can be divided into
anterolateral bowing of tibia
congenital pseudarthrosis of tibia
Associated conditions
neurofibromatosis type I
is found in 50-55% of patients with anterolateral bowing
only 6-10% of patients with neurofibromatosis will have anterolateral tibial bowing",majority present with bowing in the first year of life
https://www.orthobullets.com/shoulder-and-elbow/3057/posterior-labral-tear,"Pathophysiology
repetitive microtrauma
to the posterior capsulolabral complex
most common mechanism
posteriorly directed force with the arm in a flexed, internally rotated and adducted position
glenoid retroversion
patients with increased glenoid retroversion (~17°) were 6x more likely to experience posterior instability compared to those with less glenoid retroversion (~7°)
Associated injuries
Kim lesion
an
incomplete and sometimes concealed
avulsion of posteroinferior labrum","vague, nonspecific posterior shoulder pain
is the most common symptoms
worsens with provocative activities that apply a posteriorly directed force to the shoulder
ex: pushing heavy doors, bench press, push-ups
clicking
or
popping
in the shoulder with range of motion
sense of instability
less common
pain during throwing
late cocking phase"
https://www.orthobullets.com/shoulder-and-elbow/3076/reverse-shoulder-arthroplasty,,
https://www.orthobullets.com/spine/2037/lumbar-spinal-stenosis,"Mechanism
Narrowing of the lumbar spinal canal can be due to
bony structures
facet osteophytes
uncinate spur
(posterior vertebral body osteophyte)
spondylolisthesis
soft tissue structures
herniated or
bulging discs
hypertrophy or buckling of the
ligamentum flavum
synovial facet cysts
Pathophysiology
cell, water, and proteoglycan content in the nucleus pulposus decreases with age
degeneration of the intervertebral disk leads to diminished disk height and buckling/bulding of the anulus fibrosus
anterior spinal column begins to have decreased ability to absorb stress, leading to an abnormal transfer of force to the posterior elements
increased stress through the facets leads to facet joint hypertrophy, osteophyte formation, and ligamentum flavum buckling and hypertrophy
combined changes lead to a narrowing of the spinal canal and compression of the neural elements
Associated conditions
degenerative spondylolisthesis
degenerative scoliosis
cauda equina syndrome
rare","back pain
referred buttock pain
leg pain
often unilateral
neurogenic claudication
pain worse with extension (walking, standing upright)
pain relieved with flexion (sitting, leaning over shopping cart, sleeping in fetal position)
weakness
bladder disturbances
recurrent UTI present in up to 10% due to autonomic sphincter dysfunction
cauda equina syndrome (rare)"
https://www.orthobullets.com/hand/6021/cubital-tunnel-syndrome,"Pathophysiology
Cubital tunnel syndrome results from compression and traction on the ulnar nerve
Sites of entrapment
most common
between the
two heads of FCU/aponeurosis
(most common site)
within arcade of Struthers (
hiatus in medial intermuscular septum)
between Osborne's ligament and MCL
less common sites of compression include
medial head of triceps
medial intermuscular septum
medial epicondyle
fascial bands within FCU
anconeus epitrochlearis (anomalous muscle from the medial olecranon to the medial epicondyle)
aponeurosis of FDS proximal edge
external sources of compression
fractures and medial epicondyle nonunions
osteophytes
heterotopic ossification
tumors and ganglion cysts
post-traumatic
Associated conditions
cubitus varus or valgus deformities
medial epicondylitis
burns
elbow contracture release","paresthesias
of small finger, ulnar half of ring finger, and ulnar dorsal hand
exacerbating activities include
cell phone use (excessive flexion)
occupational or athletic activities requiring repetitive elbow flexion and valgus stress
night symptoms
caused by sleeping with arm in flexion"
https://www.orthobullets.com/shoulder-and-elbow/3032/glenohumeral-joint-anatomy-stabilizer-and-biomechanics,,
